EVENT_DATE,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,ACTOR2,ALLY_ACTOR_2,COUNTRY,ADM_LEVEL_1,ADM_LEVEL_2,SOURCE,NOTES,FATALITIES
17/01/2015,Riots/Protests,Rioters (Kenya),,Rioters (Kenya),,Kenya,Coast,Kilifi,The Star (Nairobi),Two groups of protesters clash - those for and against a withdrawal of Sh60 million annual sponsorship for four schools in Mtwapa. Injuries not known. ,0
18/01/2015,Riots/Protests,Rioters (Kenya),Students (Kenya),Police Forces of Kenya (2013-),,Kenya,Rift Valley,Keiyo,The Star (Nairobi),"Students and activists protesting against a school land dispute clash with police Lang'ata. Rocks thrown, tear gas implemented. Five pupils, two journalists and a police officer were injured and two activists arrested during the incident. The event became a scandal in the following days after it was learned that several of the injured students were young children. ",0
19/01/2015,Violence against civilians,Unidentified Armed Group (Kenya),,Civilians (Kenya),,Kenya,Coast,Mombasa,Daily Nation (Kenya),Three unidentified gunmen shoot and kill an Imam at a construction site in Likoni. Investigators have not established a motive. ,1
23/01/2015,Riots/Protests,Rioters (Kenya),,,,Kenya,Eastern,Marsabit ,The Star (Nairobi),"Protesting the availability of jobs offered by a power company, residents block the a road leading to work site in Kargi for several days, holding hostage a truck driver ferrying supplies. ",0
23/01/2015,Riots/Protests,Protesters (Kenya),,,,Kenya,Western,Busia,The Star (Nairobi),Boda boda operators in Amagoro town protest alleged police harassment. ,0
24/01/2015,Riots/Protests,Rioters (Kenya),,,,Kenya,Eastern,Marsabit ,The Star (Nairobi),"Protesting the availability of jobs offered by a power company, residents block the a road leading to work site in Kargi for several days, holding hostage a truck driver ferrying supplies. ",0
24/01/2015,Battle-No change of territory,Kikuyu Ethnic Militia (Kenya),,Maasai Ethnic Militia (Kenya),,Kenya,Rift Valley,Naivasha,The Star (Nairobi),Three men are killed when Kikuyu and Maasai groups clashed over a farm's ownership. ,3
25/01/2015,Riots/Protests,Rioters (Kenya),,,,Kenya,Eastern,Marsabit ,The Star (Nairobi),"Protesting the availability of jobs offered by a power company, residents block the a road leading to work site in Kargi for several days, holding hostage a truck driver ferrying supplies. ",0
26/01/2015,Riots/Protests,Rioters (Kenya),,,,Kenya,Eastern,Marsabit ,The Star (Nairobi),"Protesting the availability of jobs offered by a power company, residents block the a road leading to work site in Kargi for several days, holding hostage a truck driver ferrying supplies. ",0
26/01/2015,Riots/Protests,Protesters (Kenya),,,,Kenya,Eastern,Machakos,Daily Nation (Kenya),"Transporters blocked the highway near Mlolongo on 26/01 to protest the closing of access roads by police, who they charged with corruption. ",0
26/01/2015,Riots/Protests,Protesters (Kenya),,,,Kenya,Nairobi,Nairobi,The Star (Nairobi),"Students of Limuko Secondary School in Bahati protest, demanding the transfer of their principal alleging ""highhandedness.""",0
26/01/2015,Violence against civilians,Vigilante Militia (Kenya),,Civilians (Kenya),,Kenya,Nyanza,Homa Bay,The Star (Nairobi),A group of Boba Boda operators lynch a 16-year old girl of suspected theft. ,1
26/01/2015,Riots/Protests,Rioters (Kenya),,Police Forces of Kenya (2013-),,Kenya,Rift Valley,Narok ,Capital FM (Nairobi),"At least two people were feared dead and dozens others wounded in Narok when protests to oust Governor Samuel Tunai turned chaotic. The protesters accused the governor of corruption. Among those wounded was area police chief Paul Letting and two of his juniors, police said of the protests, which brought Narok town to a standstill for several hours. At least one of the dead was shot by police. Several arrests were recorded in the following days, including five Senators. ",2
28/01/2015,Riots/Protests,Rioters (Kenya),,Police Forces of Kenya (2013-),,Kenya,Rift Valley,Narok ,The Star (Nairobi),"Protestors in Narok county on Wednesday night blocked roads in the area after Senator Stephen Ole Ntutu and four legislators were earlier arrested over demonstrations that occurred on Monday.  The protestors who were armed with sticks and arrows blocked the road in Ololunga area and another in Katagala for more than two hours over the arrests, demanding their release. Police had to fire tear gas at the protestors to disperse them.",0
28/01/2015,Riots/Protests,Rioters (Kenya),,Police Forces of Kenya (2013-),,Kenya,Rift Valley,Narok ,The Star (Nairobi),"Protestors in Narok county on Wednesday night blocked roads in the area after Senator Stephen Ole Ntutu and four legislators were earlier arrested over demonstrations that occurred on Monday.  The protestors who were armed with sticks and arrows blocked the road in Ololunga area and another in Katagala for more than two hours over the arrests, demanding their release. Police had to fire tear gas at the protestors to disperse them.",0
29/01/2015,Riots/Protests,Protesters (Kenya),Students (Kenya),,,Kenya,North Eastern,Wajir,The Star (Nairobi),Students in Wajir protest a teacher shortage in the area. ,0
29/01/2015,Riots/Protests,Rioters (Kenya),,Police Forces of Kenya (2013-),,Kenya,Rift Valley,Narok ,The Star (Nairobi),"Protesters continue their demonstration against the detention of a group of lawmakers. Protestors blocked traffic on the Nairobi-Narok highway, police responded with teargas and live fire, clashes followed. No reported deaths. ",0
2/2/2015,Riots/Protests,Rioters (Kenya),Students (Kenya),Police Forces of Kenya (2013-),,Kenya,Nairobi,Nairobi,The Star (Nairobi),"Nairobi Aviation College students blocked Kimathi Street to protest an unflattering expose on sale of certificates aired on television. The students, who carried twigs and college banners, threw stones at Nation Centre breaking doors and windows and chased journalists who were taking pictures. Police dispersed the students twice, the second time after they had regrouped. Tear gas used. 12 arrests reported. ",0
2/2/2015,Riots/Protests,Protesters (Kenya),,,,Kenya,Rift Valley,Nandi,The Star (Nairobi),Political activists (affiliation not known) march in Kapsabet for unknown reason. ,0
3/2/2015,Riots/Protests,Protesters (Kenya),,,,Kenya,Nairobi,Nairobi,Capital FM (Nairobi),800 Mandera teachers protest al Shabaab spurred insecurity in their region at the KNUT headquarters in Nairobi. After several hours the group marched to the parliament building. ,0
3/2/2015,Violence against civilians,Vigilante Militia (Kenya),,Civilians (Kenya),,Kenya,Nyanza,Homa Bay,The Star (Nairobi),"A suspect in the murder of a boda boda operator in Sindo, Suba subcounty, was snatched from the police by residents and beaten to death in Sindo.",1
4/2/2015,Violence against civilians,Pokot Ethnic Militia (Kenya),,Civilians (Kenya),Turkana Ethnic Group (Kenya),Kenya,Rift Valley,Turkana,Daily Nation (Kenya),"Four killed and several injured during a Pokot raid on a Turkana village. Authorities claimed the attacks were meant to scare members of the Turkana community into leaving Lomelo, Silale and Nadome villages, which Pokots have laid claim.",4
5/2/2015,Riots/Protests,Protesters (Kenya),Students (Kenya),Police Forces of Kenya (2013-),,Kenya,Nairobi,Nairobi,The Star (Nairobi),Police fired teargas at students of Kenya Medical Training College who were protesting over the death of their classmate. The student had committed suicide after being removed from an exam over unpaid fees. ,0
5/2/2015,Riots/Protests,Rioters (Kenya),,Police Forces of Kenya (2013-),,Kenya,Nairobi,Nairobi,Capital FM,"Police have fired in the air and lobbed teargas to disperse hundreds of City Park Market traders who are protesting the burning down of their stalls, which they claim was sabotage. The traders blocked Limuru Road to traffic, demanding compensation from the government after the fire destroyed their goods and other properties. The rioters threw stones at passing motorists and police. ",0
5/2/2015,Violence against civilians,Unidentified Armed Group (Kenya),,Civilians (Kenya),Al Shabaab,Kenya,North Eastern,Mandera,The Star (Nairobi),Three people were critically injured after a hand grenade was hurled at a food kiosk in Mandera town. The reason for the attack is not known. The perpetrators escaped. Authorities suspect one of the victims may have been linked to al Shabaab. ,0
6/2/2015,Riots/Protests,Rioters (Kenya),,Civilians (Kenya),Government of Kenya (2013-),Kenya,Nairobi,Nairobi,The Star (Nairobi),Traders pelted Nairobi Governor Evans Kidero with mud during an appearance. The trader's stalls were burned the previous evening for which the traders blamed the local government. The governor's bodyguards shot into the air to disperse the mob. ,0
6/2/2015,Riots/Protests,Rioters (Kenya),,,,Kenya,Rift Valley,Narok ,Capital FM (Nairobi),A group of cattle herdsmen blocked the Mai Mahiu-Narok road (B3) for several hours after several of the herd were killed when they were hit with a lorry. The herdsmen demanded compensation for their loss by the colliding driver. They barred police officers from removing the truck or the carcasses until the matter was resolved.,0
7/2/2015,Violence against civilians,Unidentified Armed Group (Uganda),,Civilians (Kenya),Jubilee Coalition,Kenya,Nairobi,Nairobi,Agence France Presse ,"A prominent Kenyan MP of the Jubilee Coalition (George Muchai) was shot dead along with two bodyguards and a driver in the centre of Nairobi in the early hours of 07/02. The masked perpetrators, who were driving an automobile with Ugandan licence plates, escaped. A senior police officer said the killing looked like an execution-style hit.",4
7/2/2015,Riots/Protests,Rioters (Kenya),,,,Kenya,Rift Valley,Nakuru,The Star (Nairobi),"Traders in Molo town held a demonstration to protest against the poor state of the Molo-Kibunjia road. The traders barricaded the road with stones and flaming tyres, saying the government is deliberately ignoring them.",0
10/2/2015,Riots/Protests,Protesters (Kenya),,,,Kenya,Central,Kiambu,The Star (Nairobi),"Residents of Kabete constituency held a demonstration at Wangige trading centre over the pace of investigations into area MP George Muchai's murder, which occurred on 07/02.",0
13/02/2015,Riots/Protests,Rioters (Kenya),,Police Forces of Kenya (2013-),,Kenya,Central,Kiambu,The Star (Nairobi),Police in Thika shot in the air to disperse a crowd who had planned on attacking an officer who they believed had earlier assaulted a woman. ,0
13/02/2015,Riots/Protests,Rioters (Kenya),,Police Forces of Kenya (2013-),,Kenya,Nairobi,Nairobi,The Star (Nairobi),"Traders of Burma Market, Nairobi used flaming tyres to block Jogoo Road in a demo against alleged land grabbing on [the morning of 13/02]. The traders hurled stones at motorists preventing access to the road and causing a traffic snarl up. [The rioters] engaged police in running battles as tear gas canisters were lobbed to disperse them.",0
13/02/2015,Battle-No change of territory,Police Forces of Kenya (2013-),,Unidentified Armed Group (Kenya),,Kenya,North Eastern,Wajir,Xinhua,Unknown assailants on the evening of 13/02 hurled two hand grenades at police officers on patrol in Wajir town. No reported injuries. ,0
14/02/2015,Riots/Protests,Rioters (Kenya),TNA: The National Alliance,Rioters (Kenya),Party of National Unity,Kenya,Eastern,Embu,The Star (Nairobi),Embu Governor Martin Wambora's supporters (TNA) and those of Runyenjes MP Cecily Mbarire (Party of National Unity) clash. Wambora's supporters were demonstrating against the High Court's decision to remove Wambora from office when those supporters of Mbarire attacked the group leading to melee. The two groups engaged in running battles before riot police intervened. Injuries not reported.,0
